PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50_Qualifier,IC50,Std.Err(IC50),nH,Excluded_Points_first_point,% Activity at 20 uM_first_point,% Activity at 10 uM_first_point,% Activity at 5 uM_first_point,% Activity at 2.5 uM_first_point,% Activity at 1.25 uM_first_point,% Activity at 0.625 uM_first_point,% Activity at 0.3125 uM_first_point,% Activity at 0.15625 uM_first_point,% Activity at 0.078125 uM_first_point,% Activity at 0.0390625 uM_first_point,Excluded_Points_second_point,% Activity at 20 uM_second_point,% Activity at 10 uM_second_point,% Activity at 5 uM_second_point,% Activity at 2.5 uM_second_point,% Activity at 1.25 uM_second_point,% Activity at 0.625 uM_second_point,% Activity at 0.3125 uM_second_point,% Activity at 0.15625 uM_second_point,% Activity at 0.078125 uM_second_point,% Activity at 0.0390625 uM_second_point,Excluded_Points_third_point,% Activity at 20 uM_third_point,% Activity at 10 uM_third_point,% Activity at 5 uM_third_point,% Activity at 2.5 uM_third_point,% Activity at 1.25 uM_third_point,% Activity at 0.625 uM_third_point,% Activity at 0.3125 uM_third_point,% Activity at 0.15625 uM_third_point,% Activity at 0.078125 uM_third_point,% Activity at 0.0390625 uM_third_point
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,"This qualifier is to be used with the next TID, IC50_1_Range1. If qualifier is =, the IC50 result equals the value in that column. If the qualifier is >, the IC50 result is greater than that value. If the qualifier is <, the IC50 result is smaller than that value",IC50 value determined using sigmoidal dose response equation,Standard Error of IC50 value,Hill coefficient determined using sigmoidal dose response equation,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration
RESULT_UNIT,,,,,,,,NONE,MICROMOLAR,MICROMOLAR,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,51086404,24892053,CCOC1=C2C(=CC=C1)SC(=N2)N(CCCN(C)C)C(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C5C4.Cl,Active,56,,,=,8.327,0.804,1.018,"0,0,0,0,0,0,0,0,0,0",71.7577,54.2148,30.5837,14.7581,14.5617,12.9723,8.88006,15.1098,9.99904,12.0223,"0,0,0,0,0,0,0,0,0,0",71.8536,56.6492,30.8395,18.0785,16.4526,8.6654,12.1365,11.6113,7.71541,9.4464,"0,0,0,0,0,0,0,0,0,0",88.1588,53.9636,31.4652,21.6136,10.6704,12.3329,7.29065,9.23174,6.8796,10.57
276,49736284,24793742,CC1=CC=C(C=C1)CCN[C@H](CC2=CC=CC3=CC=CC=C32)CN[C@@H](CC4=CC=CC=C4)CNC,Active,55,,,=,14.917,1.354,1.099,"0,0,0,0,0,0,0,0,0,0",61.4494,37.252,23.646,14.9774,13.2098,3.12987,3.69621,14.886,10.0676,7.20844,"0,0,0,0,0,0,0,0,0,0",61.9015,31.6022,21.2163,15.9456,2.55439,-2.22298,-0.0353,6.33609,10.4603,9.894,"0,0,0,0,0,0,0,0,0,0",63.5503,31.8443,23.3218,13.3788,3.72818,5.36783,1.72771,4.37216,7.85699,7.42767
277,50085725,24856196,C1CCC(CC1)CNC(=O)C2(CCNCC2)CC3CC(=NO3)C4=CC=C(C=C4)Cl,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",10.1315,7.23584,3.3765,1.20704,-7.86813,-3.03595,-6.21477,-5.60733,-10.782,6.84763,"0,0,0,0,0,0,0,0,0,0",9.05819,10.0447,1.1294,0.261619,-12.3532,-4.9131,-3.88546,-2.38283,2.27122,3.19381,"0,0,0,0,0,0,0,0,0,0",7.25411,7.95291,-1.11313,0.0287,-8.9049,-5.72607,-3.50181,-2.4285,-0.414337,-0.30929
278,49729249,24792589,CCCC[C@H](CN[C@@H](CNC)[C@H](C)CC)NCCC12CCC(C1)CC2,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",20.5494,16.5028,3.79669,6.70604,7.65603,7.99401,4.78322,15.8132,12.3466,5.92504,"0,0,0,0,0,0,0,0,0,0",16.5759,16.2608,8.64713,9.6565,10.9901,2.1205,-4.86743,11.8488,10.7526,7.61493,"0,0,0,0,0,0,0,0,0,0",19.7228,14.8038,7.96661,13.1048,8.1219,3.07963,-0.10833,13.1094,12.0269,8.85722
279,24822476,3112996,C1=C(C=NN1)C2=C(C(=NN2)C3=CNN=C3)[N+](=O)[O-],Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",42.1709,29.2044,13.5707,3.15727,11.8168,2.31689,7.45507,5.57336,15.53,6.48224,"0,0,0,0,0,0,0,0,0,0",37.5717,22.3535,16.5622,13.1276,8.70194,8.06252,7.37286,2.61376,6.90243,1.24358,"0,0,0,0,0,0,0,0,0,0",41.0382,24.9112,12.406,8.65626,14.6348,-5.62559,4.56399,8.24521,-2.72081,0.599597
280,56436777,24978568,CC[C@H](C)CC1=CN(N=N1)[C@@H](CCCN=C(N)N)C(=O)NCCCCCCCCCCC(=O)N2CCN(CC2)C3=NC(=NC(=N3)N4CCN(CC4)C(=O)CCCCCCCCCCNC(=O)[C@H](CCCCN)N5C=C(N=N5)C)NCCOCCOCCOCC#C,Active,50,,,=,2.402,0.109,1.921,"0,0,0,0,0,0,0,0,0,0",103.117,94.7631,85.3088,46.5555,19.6132,16.375,5.84283,6.78825,0.992383,1.42171,"0,0,0,0,0,0,0,0,0,0",102.409,92.0318,86.5968,47.0944,22.2622,13.1368,10.7389,10.1863,2.03372,9.1678,"0,0,0,0,0,0,0,0,0,0",102.756,96.7498,85.0211,46.2495,21.6182,11.1911,2.38997,7.8981,5.91134,1.38973
281,56436675,24983199,CSCC[C@H](C(=O)NCCCCCCCCCCC(=O)N1CCN(CC1)C2=NC(=NC(=N2)N3CCN(CC3)C(=O)CCCCCCCCCCNC(=O)CN4C=C(N=N4)CCCCCN)NCCOCCOCCOCC#C)N5C=C(N=N5)CCO,Active,55,,,=,6.586,0.671,1.418,"0,0,0,0,0,0,0,0,0,0",95.9186,60.746,27.752,21.9562,17.0509,14.5892,12.2781,11.6478,12.2461,9.90313,"0,0,0,0,0,0,0,0,0,0",96.5169,64.7013,25.5232,27.1126,17.9689,13.9315,5.74691,9.28198,5.50028,8.69737,"0,0,0,0,0,0,0,0,0,0",96.5991,66.1217,24.3814,19.9192,18.0283,14.8906,5.89307,9.91683,12.0817,8.03055
282,51087882,3627083,CC1=CC(=C(C=C1)O)CNCCNCC2=C(C=CC(=C2)C)O,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",17.9233,17.5898,10.095,11.7483,13.1459,4.18034,5.52312,14.8723,8.75675,9.894,"0,0,0,0,0,0,0,0,0,0",17.7269,16.2425,4.89283,11.4058,12.9084,6.52792,3.54549,6.11229,10.0447,12.7805,"0,0,0,0,0,0,0,0,0,0",19.5172,15.3839,3.44501,6.69234,6.26758,3.13443,-1.04919,12.5978,10.5974,12.1868
283,26726010,16745854,CC1=CC=C(C=C1)C2=C(C(=O)C3=C(N2)C=C(C=C3)C(=O)NCCCN4C=CN=C4)O,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",8.28175,10.2959,4.48635,2.75535,-7.74024,-4.22344,-5.00901,-3.19581,-14.888,4.07529,"0,0,0,0,0,0,0,0,0,0",6.03008,5.58249,2.48131,-0.149435,-9.85032,-1.08573,-3.6571,-3.25975,-5.94987,6.8933,"0,0,0,0,0,0,0,0,0,0",3.84693,5.32216,6.42744,-0.46001,-9.62196,-5.47487,-5.6804,-2.6386,-3.73931,2.66857
284,57265990,2126848,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=NC=C4,Active,55,,,=,17.031,1.19,1.046,"0,0,0,0,0,0,0,0,0,0",55.7722,33.4657,23.6689,12.7029,13.4839,4.92937,4.73755,4.47721,-2.14533,2.05656,"0,0,0,0,0,0,0,0,0,0",56.6126,34.5116,21.1158,12.2279,6.71518,1.42171,10.5243,6.8933,-0.135734,-3.05422,"0,0,0,0,0,0,0,0,0,0",56.4619,35.5849,14.644,13.831,-0.574192,4.29452,7.23584,1.79165,-6.6304,-4.78978
285,57258511,25162531,CCC1(C(=O)N(C(=O)N1)CC(=O)NC2=C(C=CC(=C2)Cl)N3CCN(CC3)C)C4=CC=CC=C4,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",42.075,22.3763,14.4202,7.51445,15.1418,7.16277,1.43084,7.60123,-0.204243,1.39887,"0,0,0,0,0,0,0,0,0,0",43.9887,20.2389,17.3204,6.73801,9.24088,0.649837,1.05632,2.51785,3.79212,1.38517,"0,0,0,0,0,0,0,0,0,0",39.3529,22.0566,13.2783,6.14427,14.6211,-2.81216,1.55416,2.80559,4.56856,8.76131
286,74373550,53313093,C1=CC=C(C=C1)CN2C3=CC=CC=C3N(C2=N)CC(=O)C4=CC=C(C=C4)Br.[Br-],Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",15.8817,17.3706,4.01592,3.85606,-8.62172,-8.26091,-9.02365,-2.25038,-3.33282,1.23901,"0,0,0,0,0,0,0,0,0,0",15.3062,17.1423,10.1132,3.75102,-6.00925,-7.00948,-0.871065,-6.54818,-6.31525,-5.73521,"0,0,0,0,0,0,0,0,0,0",17.6812,16.7814,5.49115,4.66447,-9.43013,-4.25085,-5.96357,-6.28785,-4.67103,2.3717
287,85148904,44144098,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NC3CCN(CC3)CC4=CC=CC=C4)C5=CC=C(C=C5)OCC6=CC=CC=C6,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",17.0007,11.9264,1.25272,7.48248,9.19064,0.458012,-2.11793,4.44524,6.38176,6.31782,"0,0,0,0,0,0,0,0,0,0",13.5889,12.3101,7.48704,3.59116,10.5152,2.86496,1.65464,8.8755,7.07599,-0.341261,"0,0,0,0,0,0,0,0,0,0",24.7194,15.3245,5.73778,7.36373,1.73228,3.90173,0.99695,5.08009,4.16664,5.13033
288,85201184,44202268,CN(C)CCOC1=CC=C(C=C1)C2=C(SC3=CC=CC=C32)C4=CC=CC=C4,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",44.4545,26.7198,11.8945,8.32742,-4.06815,-6.11886,-6.70347,-8.35682,-5.10949,3.26232,"0,0,0,0,0,0,0,0,0,0",44.5961,26.6239,16.7312,4.04789,-3.76672,-6.07319,-5.42464,-7.4251,-5.40637,1.87387,"0,0,0,0,0,0,0,0,0,0",44.5505,27.4643,11.6478,2.06569,-5.92247,-4.70757,-5.89506,-8.27004,-5.92704,-1.02178
289,85147344,44143129,C1CCC(CC1)C[C@H]2CNCCN2CCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",50.867,43.7649,25.1121,15.0413,13.7396,5.02072,3.18467,6.6147,5.9296,2.52699,"0,0,0,0,0,0,0,0,0,0",45.8476,39.2707,23.6872,13.3788,12.913,2.92434,4.34933,2.54069,-1.40543,-5.33329,"0,0,0,0,0,0,0,0,0,0",51.6617,40.6911,23.7785,15.9365,3.83779,0.453444,5.95244,2.98828,-0.122032,0.713779
290,85201068,44202153,CC[C@@H](C)[C@@H](C1=CN(N=N1)[C@@H](CCCCN)C(=O)N2CCN(CC2)C3=NC(=NC(=N3)NCCOCCOCCOCC#C)N4CCN(CC4)C(=O)[C@H](CCCN=C(N)N)N5C=C(N=N5)C([C@@H](C)CC)N)N,Active,49,,,=,15.152,0.655,1.898,"0,0,0,0,0,0,0,0,0,0",64.0253,25.7744,13.2464,8.29088,-5.9316,-4.91767,-5.85396,-2.1225,0.681808,7.35459,"0,0,0,0,0,0,0,0,0,0",63.0114,32.8034,12.986,0.74575,-2.74821,-5.72607,-6.14626,-5.94074,1.13854,7.01661,"0,0,0,0,0,0,0,0,0,0",63.3768,30.1407,13.1368,6.98464,-6.15083,-0.893901,-5.37896,-5.6941,-3.30542,3.23035
291,85201174,44202258,COC1=CC=CC=C1C2=C(C3=CC(=C(C=C3S2)OC)OC)C4=CC=C(C=C4)OCCN5CCCCC5,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",32.0544,18.2521,0.19311,-0.692941,-1.73428,2.86496,-0.0627,-3.00855,-0.464577,1.00152,"0,0,0,0,0,0,0,0,0,0",31.2003,17.7725,11.9127,1.42171,-2.97658,-3.04965,-6.53448,-1.45568,-3.94941,-0.213377,"0,0,0,0,0,0,0,0,0,0",26.9573,15.6214,3.77385,-1.32322,1.67291,0.827961,14.1872,-0.880199,3.1527,2.71881
292,85201176,44202260,CN(C)CCOC1=CC=C(C=C1)C2=C(SC3=CC=CC=C32)C4=CSC=C4,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",40.8053,25.3908,17.2473,4.62793,10.0493,-0.00328,-4.01792,1.50848,-3.30999,6.09859,"0,0,0,0,0,0,0,0,0,0",38.7729,29.3049,15.9319,14.5983,12.4562,-0.628999,-1.49678,-0.450875,2.59093,0.0333,"0,0,0,0,0,0,0,0,0,0",39.7594,24.0297,13.5204,11.2002,11.4423,1.61353,3.22121,5.14403,-4.08642,-1.89413
293,855736,5074,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",11.1918,8.92415,-3.39822,0.832841,1.63627,-0.964171,0.381211,2.76296,1.27972,7.16992,"0,0,0,0,0,0,0,0,0,0",12.6037,7.05583,0.585633,11.4438,2.78198,-0.674176,-0.484017,5.01161,10.8923,3.79934,"0,0,0,0,0,0,0,0,0,0",10.0603,11.0349,6.50436,-0.108451,4.69309,3.02919,4.55998,14.2724,5.60586,9.19513
294,860032,661339,CCCCNCC(=O)NC1=CC=C(C=C1)C2=NC3=C(O2)C=CC(=C3)NC(=O)CNCCCC,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",10.26,4.33654,6.05273,7.72139,-6.74979,0.400227,-4.31574,-1.39203,-7.82895,1.06103,"0,0,0,0,0,0,0,0,0,0",8.90038,1.94052,8.36793,7.04632,-3.42199,-0.412707,-6.16029,-3.93067,-3.55035,3.68524,"0,0,0,0,0,0,0,0,0,0",0.780547,1.05153,6.97976,8.05892,-4.47262,-3.83083,-4.82917,1.55069,-0.835812,9.7561
295,842569,644838,CCC(C)(C)NC(=O)CN(C1=CC2=C(C=C1)OCCO2)C(=O)C3=C(C(=NS3)C(=O)N)N,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",59.231,38.437,43.4192,11.9762,8.90038,2.19724,-0.236809,9.28545,3.43328,6.13355,"0,0,0,0,0,0,0,0,0,0",57.1249,40.6809,32.9936,18.4892,15.0378,13.4832,-3.72624,4.61227,7.78319,10.4312,"0,0,0,0,0,0,0,0,0,0",59.4592,40.6238,21.8455,14.2724,4.31277,3.26213,6.64223,14.6194,12.4088,16.4735
296,4242832,3237637,CC1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=CC=C3C(=O)NC,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",31.2394,14.2106,-1.06876,-6.2934,-10.0966,-11.8556,-9.26465,-7.0588,-1.58694,2.25904,"0,0,0,0,0,0,0,0,0,0",29.6706,13.2883,0.694975,0.381211,-9.04121,-9.22662,-8.52778,-9.2076,1.26545,10.8495,"0,0,0,0,0,0,0,0,0,0",27.8831,13.1172,2.28281,-2.49971,-9.26941,-9.84464,-11.5751,-5.61358,-2.03857,1.31299
297,17415897,2900722,CC1=CC=C(C=C1)C2=NN(C=C2CSC(=N)N)C3=CC=CC=C3.Cl,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",22.7868,18.6889,12.58,9.41381,4.99259,-0.374675,5.38242,9.68479,-3.73575,0.00565,"0,0,0,0,0,0,0,0,0,0",23.4429,14.9522,8.0304,6.4283,10.4312,4.43162,5.49651,15.1424,-1.72956,1.37955,"0,0,0,0,0,0,0,0,0,0",23.2717,18.0566,10.5215,11.9715,5.50127,4.1749,6.80386,6.41404,-2.35234,-3.60739
298,17386847,5398443,CC1=C(SC(=N1)N)C(=O)N/N=C\C2=C(C(=CC=C2)OC)OC,Active,58,,,=,0.965,0.073,0.689,"0,0,0,0,0,1,0,0,0,0",78.1804,80.0725,76.488,70.3506,56.3738,,31.2822,19.6872,8.57711,7.84024,"0,0,0,0,0,0,0,0,0,0",80.12,79.7968,75.6893,71.7863,57.3246,47.5884,30.2601,23.7614,16.3784,9.4043,"0,0,0,0,0,0,0,0,0,0",79.6779,79.716,77.4245,68.4014,56.7256,49.818,31.4153,17.41,7.59303,1.54119
299,17515469,12006044,CN(C)CCCN(C1=NC2=C(C=CC=C2S1)OC)C(=O)C3=C(C4=CC=CC=C4S3)Cl.Cl,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",31.5247,19.2498,11.0682,10.3504,7.68335,0.671205,10.6594,17.4623,-6.95421,0.980215,"0,0,0,0,0,0,0,0,0,0",31.6815,19.787,16.9727,9.37578,5.6534,4.78341,3.89442,15.6796,-5.99866,0.333671,"0,0,0,0,0,0,0,0,0,0",23.0388,17.0773,12.6228,8.64842,7.91155,3.23361,6.02421,11.8906,-7.35355,-2.56151
300,24782361,2834392,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NCCO,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",31.6292,18.4797,3.45705,2.17347,9.47561,3.0482,-0.75024,1.61725,2.9864,6.376,"0,0,0,0,0,0,0,0,0,0",27.731,17.6953,15.0758,-1.10204,11.6767,-1.59645,3.4618,8.44399,6.4283,5.86733,"0,0,0,0,0,0,0,0,0,0",35.3469,23.1148,9.85593,8.84333,4.98784,-2.99888,2.73444,6.11453,3.18132,8.77202
301,24785408,16188816,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CCCN3C(=C(C(=N3)[N+](=O)[O-])Br)C,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",32.4945,20.1578,7.90204,1.00874,-10.1632,-3.93542,-3.36969,-0.7027,2.2638,3.56164,"0,0,0,0,0,0,0,0,0,0",33.3454,22.6727,4.11785,-1.91022,-6.97798,2.32084,-4.21591,0.219575,0.333671,4.77391,"0,0,0,0,0,0,0,0,0,0",33.0459,20.1436,4.4031,-3.01314,-9.16482,-8.93187,-8.97941,-4.7436,-6.38373,3.79458
302,24807195,9590748,CCCCCCOC1=C(C=C(C=C1)/C(=N/NC2=NCCN2)/C)[N+](=O)[O-],Active,44,,,=,12.637,0.499,3.136,"0,0,0,0,0,0,0,0,0,0",83.4574,32.9984,9.17136,-2.47594,-13.1154,-9.69251,-4.9195,-3.7928,-2.4284,1.26545,"0,0,0,0,0,0,0,0,0,0",82.3069,27.4695,10.184,1.29398,-8.65614,-7.54846,-7.9478,-3.84034,-5.50899,8.40596,"0,0,0,1,0,0,0,0,0,0",80.5717,31.1538,10.241,,-6.30291,-10.6956,-3.28888,-2.42365,1.72659,1.78364
303,24803341,16192618,CC1CCC(C(C1)OC(=O)CN2C3=CC=CC=C3[N+](=C2COC4=CC=CC(=C4)C)C)C(C)C.[Cl-],Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",38.9171,28.078,11.729,4.03704,-8.95089,-8.3709,-10.3391,-1.56793,-2.89429,2.33986,"0,0,0,0,0,0,0,0,0,0",38.3181,30.7545,10.7117,5.64864,-3.12249,-8.195,-8.04288,-5.86079,-6.68323,7.07484,"0,0,0,0,0,0,0,0,0,0",36.0029,28.2777,14.8952,6.83714,-5.49949,-11.0522,-12.9775,-0.0514,-1.85792,9.32824
304,24815073,4088395,CC1(CC2=C(C(N1)(C)C)SC(=C2C(=O)OC)NC(=O)C3=NC4=CC=CC=C4S3)C,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",11.4913,11.8003,7.90679,5.79602,46.8753,9.41381,7.90679,10.1649,10.7972,10.0603,"0,0,0,0,0,0,0,0,0,0",10.203,13.8588,2.31134,7.87351,9.51364,2.93886,2.31134,16.2786,16.1597,1.51266,"0,0,0,0,0,0,0,0,0,0",15.5512,13.1362,1.61725,6.02896,4.23195,0.699729,8.54383,12.1379,7.84499,6.09077
305,26664123,1954687,CN(C)CCCNC1=NC2=C(C3=C(S2)CCCCC3)C(=O)N1CCC4=CC=CC=C4,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",31.3915,24.6646,10.7639,6.22388,9.87495,5.93864,3.82311,10.6641,8.77202,9.57545,"0,0,0,0,0,0,0,0,0,0",35.6416,24.0086,11.5674,6.93698,9.66577,5.09242,3.35722,12.2282,5.37767,16.9061,"0,0,0,0,0,0,0,0,0,0",33.6259,22.7107,8.08269,11.0349,-1.39678,5.75798,7.76893,10.6546,6.20011,10.7972
306,26729267,2745062,CC1=CC=C(C=C1)C(=O)NNC(=O)C2=NN(C=CC2=O)C3=CC=C(C=C3)F,Active,57,,,=,7.289,0.614,1.02,"0,0,0,0,0,1,0,0,0,0",70.1366,63.9755,46.8468,20.31,8.16351,,6.64698,14.0157,-1.31121,-4.14935,"0,0,1,0,1,0,0,0,0,0",70.4647,62.9486,,15.7699,,9.47086,3.41426,9.8797,-4.30623,-2.61381,"0,1,0,0,0,0,0,0,0,0",69.0812,,45.1449,24.7027,10.8733,7.33156,6.53289,15.9315,-4.89573,-0.236809
307,26666206,1833641,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N/C=C(/C#N)\C2=NC(=CS2)C3=CC=C(C=C3)OC,Active,44,,,=,4.884,0.228,6.213,"0,0,0,0,0,0,0,0,0,0",106.652,98.4325,57.9474,0.172035,-15.4829,-19.4287,-21.2447,-13.6621,-4.51541,-11.5038,"0,0,0,0,0,0,0,0,0,0",111.91,96.9064,54.2488,0.742515,-12.3833,-18.8297,-19.481,-12.9965,-13.277,-4.16837,"0,0,0,0,0,0,0,0,0,0",112.58,97.0395,49.0241,2.14494,-4.71983,-7.46289,-14.8268,-16.8663,-8.15697,-2.84675
308,49668733,6622540,CCN1C2=CC=CC=C2C3=C(C1=O)C=C(S3)C(=O)NCCN(C)C,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",25.0735,11.5246,-0.545819,-1.59645,-10.7431,-8.96515,-4.95753,-5.98439,-7.81944,4.04179,"0,0,0,0,0,0,0,0,0,0",30.4408,12.5657,3.25263,2.39691,-11.3849,-6.86864,-11.6939,-5.44244,-3.19855,3.02919,"0,0,0,0,0,0,0,0,0,0",22.1831,10.9494,1.15136,-2.28103,-9.69251,-7.17289,-12.7446,-3.52182,0.809071,1.35103
309,49668042,20856271,CN1C2=C(C=C(S2)C(=O)NCCCN(C)CC3=CC=CC=C3)C(=N1)C4=CC(=CC=C4)OC,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",45.0973,35.2043,24.9974,18.3846,6.10978,2.16872,7.07009,9.1048,-2.14316,0.542847,"0,0,0,0,0,0,0,0,0,0",44.5411,38.3752,26.4189,20.386,9.39004,8.59137,4.33654,8.95743,-0.807288,-6.8211,"0,0,0,0,0,0,0,0,0,0",43.481,33.6877,26.6423,18.6318,15.4704,9.57069,10.9161,16.0314,0.162527,3.77081
310,49667993,5334348,CC(C)(C)C1=CC=C(C=C1)C(=O)N/N=C/C2=CC=CC=N2,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",-20.1941,-16.5335,-19.6094,-17.7268,-23.2462,-14.7555,-11.2994,-6.45979,-1.86268,0.119741,"0,0,0,0,0,0,0,0,0,0",12.5277,-19.6046,-16.2483,-14.7222,-22.6757,-19.79,-13.0251,-6.26488,-3.87362,-1.57268,"0,0,0,0,0,0,0,0,0,0",18.8553,-10.7812,-19.6236,-13.7952,-18.7299,-13.3103,-11.5989,-5.28556,-10.2107,-1.05925
311,49668007,1837712,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N/C=C(/C#N)\C2=NC(=CS2)C3=CC4=CC=CC=C4OC3=O,Active,56,,,=,3.736,0.287,1.451,"0,0,0,0,0,0,0,0,0,0",104.841,74.7718,55.7035,39.5304,22.397,10.4977,12.4801,9.1048,-6.48356,-7.36305,"0,0,0,0,0,0,0,0,0,0",105.04,81.7079,52.1047,32.5278,18.3608,14.8619,1.72184,13.7922,-11.7367,-4.13984,"0,0,0,0,0,0,0,0,0,0",106.761,82.5398,55.9507,32.6228,18.86,3.20509,6.69928,13.5736,-7.02076,-4.50115
312,49668716,4350412,CCC1=CC=C(C=C1)C(=O)NN2C(=NC3=CC=CC=C3C2=O)C,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",51.829,41.0564,22.6775,21.5127,12.3042,12.7939,7.24599,16.8348,1.07054,4.12261,"0,0,0,0,0,0,0,0,0,0",52.3424,40.0296,25.8864,23.7852,14.6907,11.6862,7.8545,9.96527,-6.91618,5.29209,"0,0,0,0,0,0,0,0,0,0",52.0287,38.8268,24.7835,18.1469,18.0518,6.86091,12.1997,9.47561,-3.56461,3.41902
